ID,CoverageField2A,CoverageField4B,CoverageField11A,SalesField2B,SalesField8,SalesField13,PersonalField4A,PersonalField9,PersonalField13,PersonalField24,PersonalField29,PersonalField34,PersonalField39,PersonalField44,PersonalField49,PersonalField54,PersonalField59,PersonalField64,PersonalField69,PersonalField74,PersonalField79,PropertyField1A,PropertyField8,PropertyField12,PropertyField17,PropertyField21B,PropertyField26A,PropertyField39B,GeographicField3A,GeographicField5B,GeographicField8A,GeographicField10B,GeographicField13A,GeographicField15B,GeographicField18A,GeographicField20B,GeographicField23A,GeographicField25B,GeographicField28A,GeographicField30B,GeographicField33A,GeographicField35B,GeographicField38A,GeographicField40B,GeographicField43A,GeographicField45B,GeographicField48A,GeographicField50B,GeographicField53A,GeographicField55B,GeographicField58A,GeographicField60B,TARGET
31583,13,19,15,4,27899,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,1,2,1,20,4,1,1,13,2,25,2,4,-1,10,-1,23,11,21,7,9,8,5,3,25,9,3,10,23,12,1,0
120237,16,22,5,9,66007,0,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,1,4,1,22,25,12,12,13,2,25,2,18,-1,5,-1,25,22,16,15,15,11,9,1,11,22,25,17,1,14,22,0
323423,2,7,16,25,66611,2,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,17,1,3,0,2,9,22,1,25,11,25,9,22,-1,18,-1,11,6,18,3,13,8,13,23,19,3,21,23,17,17,1,0
359375,6,8,10,2,3941,0,12,2,2,0,2,1,0,0,0,0,0,0,0,0,0,15,0,4,0,9,12,12,4,13,2,25,2,4,-1,19,-1,12,7,13,9,3,8,3,8,5,9,9,12,22,13,2,0
126785,25,25,2,2,54899,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,2,25,24,1,11,13,2,25,2,5,-1,2,-1,25,13,1,15,9,12,2,6,6,15,7,15,18,15,16,0
415189,14,21,5,1,2482,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,4,0,21,4,4,15,13,1,25,1,2,-1,12,-1,16,12,6,9,11,5,6,1,23,18,17,17,18,15,17,0
335013,9,15,7,6,53073,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,25,0,1,1,15,4,4,8,19,5,25,5,11,-1,21,-1,22,10,24,6,15,16,19,12,14,8,7,6,22,20,17,0
13379,8,12,8,6,29882,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,1,0,13,10,3,18,19,5,25,5,11,-1,22,-1,5,8,19,5,10,11,21,12,20,25,24,23,4,7,25,1
356684,12,19,6,1,18792,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,4,1,20,14,2,10,13,2,25,2,3,-1,13,-1,13,9,11,8,11,11,1,1,1,8,9,11,23,16,11,0
102263,8,12,4,9,48021,0,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,13,8,21,9,19,5,25,5,18,-1,24,-1,13,6,8,7,14,12,11,10,7,14,2,12,16,17,4,0
93681,6,9,25,20,4017,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,10,15,18,14,15,23,25,25,24,-1,12,-1,21,14,17,7,4,7,24,12,10,16,8,19,5,11,20,1
112382,8,14,3,9,16155,0,13,1,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,14,14,7,11,13,10,25,9,8,-1,16,-1,1,8,6,10,15,7,13,13,9,19,16,18,7,9,11,0
279087,5,7,5,6,51174,0,18,2,2,0,1,1,0,0,0,0,0,0,0,0,0,18,0,1,0,2,1,6,15,20,5,25,5,11,-1,19,-1,22,8,23,7,22,14,21,11,19,14,13,12,17,8,16,0
66482,5,6,11,23,9621,0,19,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,0,6,6,23,9,22,15,25,16,25,-1,2,-1,7,18,14,3,1,8,23,1,22,11,9,17,11,6,7,0
249440,11,18,16,5,61770,0,17,1,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,1,18,10,17,10,13,2,25,2,3,-1,4,-1,15,11,18,8,4,11,4,7,4,6,2,7,24,12,7,0
373126,4,4,12,25,5017,2,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,23,1,2,0,5,14,23,5,13,25,25,25,19,-1,18,-1,23,15,19,6,2,8,23,14,21,10,1,20,5,1,4,0
295378,13,20,5,18,25200,0,23,2,2,0,2,1,0,0,0,0,0,0,0,0,0,16,1,2,1,20,19,6,12,13,2,25,2,2,-1,8,-1,20,18,9,25,25,13,3,14,3,23,24,22,5,12,25,0
155616,6,7,5,8,16618,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,8,3,10,11,13,10,25,10,13,-1,17,-1,2,5,1,10,19,4,10,9,11,10,1,10,19,13,10,0
429232,15,22,2,5,11724,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,13,0,2,1,22,16,2,22,13,2,25,1,4,-1,15,-1,16,6,10,16,19,5,4,2,24,25,25,25,1,10,25,0
342005,7,10,4,5,456,1,13,1,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,1,11,16,18,7,13,2,25,2,14,-1,5,-1,24,13,19,5,16,7,9,1,7,10,5,15,11,11,7,0
334793,14,21,5,3,60093,1,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,9,0,4,0,21,14,20,16,13,2,25,1,4,-1,17,-1,22,8,14,19,16,6,2,2,24,20,21,23,3,16,12,1
341231,9,14,3,6,11766,0,25,2,2,0,2,1,0,0,0,0,0,0,0,0,0,14,1,1,1,15,6,11,17,16,5,25,5,18,-1,23,-1,7,5,8,7,15,8,10,10,9,21,19,21,8,12,20,1
213529,10,16,3,7,1678,0,20,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,0,17,21,16,11,21,5,25,4,19,-1,25,-1,4,1,1,8,10,1,1,9,18,22,17,14,15,1,16,0
95042,13,19,5,22,9155,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,20,25,23,19,24,14,25,15,22,-1,8,-1,4,3,1,10,10,1,9,23,19,20,19,23,3,11,17,0
259776,3,3,14,16,9660,0,15,2,2,0,2,1,0,0,0,0,0,0,0,0,0,17,1,2,1,3,8,15,3,13,2,25,2,3,-1,2,-1,20,12,25,25,25,24,3,9,4,8,11,9,24,17,5,0
48813,9,14,7,22,29284,0,11,2,2,2,1,1,0,0,0,1,0,0,0,0,2,5,1,4,1,15,19,25,16,20,5,25,5,17,-1,22,-1,13,5,5,7,21,7,17,12,7,18,17,19,5,5,19,0
43339,10,16,7,14,34931,0,18,2,2,0,2,1,0,0,0,0,0,0,0,0,0,17,0,2,1,16,17,11,17,13,2,25,2,6,25,14,-1,22,18,23,13,19,8,4,5,23,20,19,19,9,8,21,0
106290,13,24,2,20,32295,0,17,2,2,0,1,1,0,0,0,0,0,0,0,0,0,25,0,1,0,20,11,15,6,13,10,25,9,14,-1,10,-1,17,20,25,10,13,12,22,8,12,13,12,17,10,21,7,0
35247,6,8,10,25,6068,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,4,1,9,12,14,11,13,23,25,25,24,-1,15,-1,21,6,7,6,8,3,25,11,9,-1,-1,-1,-1,13,14,0
1743,25,25,1,12,5337,0,9,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,25,15,3,20,20,5,25,5,17,-1,22,-1,13,7,14,8,5,11,22,9,7,21,20,21,4,10,23,0
206142,5,6,11,8,28450,0,17,2,2,0,3,1,0,1,0,0,0,0,0,1,0,5,1,4,1,7,12,15,12,13,2,25,2,3,-1,4,-1,15,9,3,12,5,15,3,9,4,11,3,11,22,15,18,1
40935,25,25,1,17,21061,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,25,12,2,22,22,18,25,18,25,-1,5,-1,18,7,2,7,2,3,11,4,16,23,22,24,1,8,22,0
416624,17,23,4,11,64242,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,23,22,4,21,22,5,25,5,16,-1,25,-1,6,3,11,18,18,6,18,11,18,17,14,15,15,8,17,0
23191,25,25,2,1,36938,0,11,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,25,19,4,12,15,5,25,5,7,-1,21,-1,2,4,13,7,12,12,21,11,17,21,18,19,9,12,14,0
22955,5,7,11,7,30893,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,4,1,7,16,23,3,13,2,25,2,1,-1,4,-1,24,7,4,12,13,8,4,9,5,2,6,11,25,12,2,1
246376,19,23,10,3,13809,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,1,2,2,24,10,3,24,13,2,25,2,6,-1,13,-1,13,9,12,14,13,6,12,2,25,22,15,21,7,8,22,0
264021,8,13,8,9,60971,0,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,3,1,13,14,10,4,13,11,25,10,16,-1,15,-1,1,7,24,9,13,13,22,9,13,16,2,19,5,4,10,0
381889,25,25,1,5,53977,0,17,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,3,1,25,23,1,13,13,2,25,2,5,-1,10,-1,14,13,17,17,17,12,9,6,1,19,13,19,13,12,20,0
358257,7,11,4,3,32622,0,25,2,2,0,2,1,0,0,0,0,0,0,0,0,0,11,0,4,1,12,8,22,7,13,2,25,2,7,-1,11,-1,14,9,8,12,14,18,2,9,2,11,8,15,21,19,10,0
294273,4,4,25,11,1999,0,13,3,2,0,2,1,0,0,0,0,0,0,0,0,0,10,1,4,1,5,11,18,5,13,2,25,2,5,-1,3,-1,25,21,20,8,8,10,2,10,6,5,2,7,24,21,8,0
322608,8,12,22,20,61842,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,12,8,21,10,23,14,25,15,22,-1,4,-1,10,7,7,8,6,3,10,24,19,8,13,15,16,15,10,0
397053,7,10,4,25,36394,0,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,1,1,11,1,9,9,13,11,25,10,13,-1,16,-1,2,9,24,9,21,13,15,10,13,14,1,15,13,10,1,0
414064,10,17,6,9,33886,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,22,1,2,0,17,8,12,8,16,6,25,5,17,-1,25,-1,19,8,22,4,21,12,15,11,9,19,16,19,11,6,8,1
400305,2,2,8,21,63960,0,8,3,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,4,0,2,7,17,10,22,13,25,14,25,-1,1,-1,3,10,12,2,2,13,20,2,22,13,21,18,7,10,4,0
255669,8,20,8,21,41647,0,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,13,18,18,13,15,23,25,24,25,-1,10,-1,18,7,2,9,4,5,15,11,8,11,6,16,15,12,16,0
428231,7,10,4,19,51691,0,20,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,4,0,11,13,12,16,14,25,25,24,24,-1,15,-1,21,5,3,6,5,3,23,12,12,11,4,17,12,11,16,0
363633,3,10,7,20,961,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,23,1,2,0,3,11,22,17,14,22,25,24,24,-1,12,-1,21,15,14,12,9,8,23,11,11,22,21,25,1,1,21,0
207057,3,3,6,17,56372,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,11,1,2,0,3,10,20,13,20,5,25,5,18,-1,22,-1,7,4,11,8,23,14,18,12,14,21,18,22,7,17,17,0
260990,12,19,6,9,33057,0,9,2,2,0,3,1,0,1,0,0,0,0,0,1,0,4,1,4,1,19,13,22,10,13,2,25,2,7,-1,13,-1,24,13,1,10,12,2,3,2,23,9,2,8,24,13,7,1
337202,9,15,3,12,16531,0,13,3,2,0,2,1,0,0,0,0,0,0,0,0,0,7,1,4,1,15,5,15,6,13,2,25,2,15,-1,18,-1,24,15,9,10,14,6,11,4,25,11,1,11,22,12,5,0
356198,25,25,3,11,38776,0,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,25,17,8,14,23,14,25,15,23,-1,4,-1,10,5,1,12,6,1,1,21,17,15,11,20,6,12,12,0
280341,25,25,3,25,62782,0,6,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,1,25,11,9,7,16,24,25,24,23,-1,12,-1,18,14,6,9,5,6,22,11,9,2,4,8,23,15,8,0
237606,7,11,9,19,46026,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,0,12,14,13,16,23,14,25,15,23,-1,1,-1,10,4,6,11,18,3,10,22,18,15,16,20,8,11,16,0
158700,4,4,6,11,36867,0,14,2,2,0,3,1,0,1,0,0,0,0,0,1,0,10,0,4,1,5,10,16,4,13,1,25,2,2,-1,5,-1,24,9,16,12,15,12,9,8,4,10,6,10,20,25,12,0
10166,3,3,25,25,7053,0,12,3,2,0,1,1,0,0,0,0,0,0,0,0,0,13,0,4,0,3,13,24,2,25,14,25,14,22,-1,9,-1,10,8,8,3,3,5,13,24,20,5,10,16,17,21,4,0
115964,7,11,8,22,3430,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,1,12,8,23,11,24,14,25,15,22,-1,8,-1,10,9,2,7,5,3,1,22,20,10,10,18,13,12,8,0
210259,8,21,8,22,60536,0,-1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,8,0,4,1,14,18,16,8,23,14,25,15,23,-1,1,-1,10,6,5,7,4,4,10,22,21,9,5,17,17,5,5,0
407384,9,15,19,7,24266,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,16,1,4,1,15,21,18,7,13,2,25,2,15,-1,12,-1,24,18,17,8,20,8,12,4,25,20,16,16,15,16,10,0
283874,2,2,8,16,10781,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,23,0,2,1,2,7,15,7,13,2,25,2,1,-1,7,-1,24,11,14,12,20,9,8,10,4,13,5,12,19,8,17,0
290218,1,1,23,20,26441,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,4,0,1,4,25,6,22,5,25,4,19,-1,20,-1,25,7,14,8,11,13,16,8,7,13,3,10,15,6,3,1
250152,8,13,8,21,62377,0,10,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,13,21,22,16,14,24,25,25,25,-1,15,-1,8,2,2,12,12,2,17,23,13,17,13,21,6,10,18,0
76844,17,23,2,4,49094,1,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,20,1,3,1,23,5,2,19,19,5,25,5,11,-1,19,-1,22,8,22,5,14,12,21,11,15,21,19,20,5,10,21,0
316298,9,15,7,19,64187,0,21,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,15,18,15,14,23,15,25,15,22,-1,2,-1,6,5,2,8,17,1,1,23,21,11,9,18,10,7,14,0
248800,4,3,13,7,55736,1,25,2,2,0,3,1,0,1,0,0,0,0,0,1,0,15,0,4,0,4,11,21,6,13,2,25,2,15,-1,8,-1,14,9,11,15,16,11,9,6,1,6,10,14,22,20,8,1
347140,6,9,4,22,4601,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,10,1,10,10,24,13,25,14,20,-1,6,-1,10,7,22,7,11,6,11,23,18,16,25,23,1,18,13,0
156601,11,17,6,5,29833,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,1,4,1,18,7,8,5,13,2,25,2,1,-1,6,-1,24,16,9,21,2,8,9,7,5,4,9,5,25,19,8,0
130674,8,12,8,2,42881,0,22,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,1,0,9,3,6,18,18,5,25,5,11,-1,21,-1,6,5,12,8,17,7,17,11,15,22,24,19,8,11,17,0
169787,4,4,6,25,45659,0,16,1,2,0,2,1,0,0,0,0,0,0,0,0,0,13,0,3,0,4,1,4,2,13,9,25,9,13,-1,10,-1,17,25,25,2,22,22,15,10,9,1,1,1,25,25,4,0
4627,7,11,22,5,20287,0,16,1,2,0,2,1,0,0,0,0,0,0,0,0,0,15,0,4,1,12,11,5,22,13,2,25,1,4,25,15,-1,16,6,22,10,19,7,2,2,23,23,24,24,2,8,25,0
150496,20,24,1,19,12841,0,-1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,24,7,7,8,14,25,25,24,24,-1,15,-1,21,9,4,7,4,4,24,11,12,11,4,17,12,10,6,0
36114,4,4,12,7,32578,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,4,1,5,8,8,4,13,2,25,2,7,-1,9,-1,14,8,22,16,23,14,3,7,1,8,5,11,25,10,4,1
220842,4,5,12,15,25010,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,4,0,5,6,24,14,19,5,25,5,17,-1,24,-1,13,3,6,6,11,8,25,12,7,17,10,16,11,13,16,1
173215,18,23,2,6,30822,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,4,0,23,5,3,24,13,1,25,1,2,-1,12,-1,16,11,15,15,4,5,6,2,22,23,24,22,10,7,23,0
70599,2,1,17,13,37877,0,23,2,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,4,0,1,9,23,6,13,2,25,2,5,-1,1,-1,25,12,16,4,13,8,2,8,6,3,1,7,23,11,7,0
172077,9,15,7,13,12678,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,1,15,12,3,9,13,2,25,2,3,-1,5,-1,15,8,2,12,8,8,3,9,3,9,3,9,23,14,11,0
405339,13,19,6,21,59503,0,7,1,2,0,1,1,0,0,0,0,0,0,0,0,0,15,0,3,0,20,10,21,8,22,5,25,4,11,-1,25,-1,18,8,25,4,24,17,20,11,19,6,11,1,25,9,9,0
27745,10,15,3,6,11533,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,20,1,1,1,16,4,3,22,20,5,25,5,11,-1,22,-1,5,7,22,7,22,15,20,12,20,23,25,21,12,16,24,0
308510,6,9,25,20,58640,0,22,2,2,0,1,1,0,0,0,0,0,0,0,0,0,11,1,4,1,10,16,20,14,24,14,25,14,22,-1,7,-1,4,13,17,6,12,10,11,21,19,13,15,17,9,19,9,0
149331,18,23,4,1,44644,0,9,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,23,12,8,19,16,5,25,5,11,-1,20,-1,3,4,14,14,17,9,15,12,17,24,22,24,2,11,23,0
113953,25,25,2,19,61897,0,-1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,0,25,7,1,13,25,14,25,15,23,-1,9,-1,4,1,1,9,7,1,1,25,19,8,20,16,9,7,15,0
283566,15,22,5,1,33953,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,18,1,1,0,22,7,3,13,19,5,25,5,11,-1,22,-1,5,5,17,4,9,13,21,12,20,22,21,20,7,16,12,0
152869,6,17,10,17,13335,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,8,10,9,8,14,25,25,25,23,-1,12,-1,21,6,12,5,6,4,22,11,8,8,4,14,16,1,6,0
415887,20,24,10,1,16598,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,2,1,24,25,7,24,13,1,25,1,2,-1,11,-1,22,16,12,11,24,6,5,2,22,24,25,23,3,7,25,1
33527,4,3,13,10,35984,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,4,1,4,11,20,5,13,2,25,2,2,-1,3,-1,15,11,10,14,10,9,1,15,4,10,3,10,23,12,5,0
185702,4,5,12,19,61548,0,16,2,2,1,1,1,0,0,0,0,1,0,0,0,1,17,1,4,0,5,3,12,8,22,5,25,5,11,-1,25,-1,18,11,25,8,10,18,20,10,18,16,11,9,21,7,18,0
40905,15,22,5,2,14532,0,18,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,1,22,23,6,10,13,2,25,2,7,-1,11,-1,14,7,7,9,23,10,7,9,3,10,13,14,21,12,18,0
44689,8,12,8,8,34497,0,5,3,2,0,2,1,0,0,0,0,0,0,0,0,0,14,1,2,1,13,11,5,15,13,2,25,1,4,25,15,-1,16,9,21,10,16,9,5,2,24,21,23,22,5,5,22,0
240378,2,2,8,18,20237,0,25,2,2,1,3,1,0,1,0,0,1,0,0,0,2,25,1,1,0,2,1,13,1,13,12,25,11,19,-1,14,-1,2,9,22,5,3,14,15,7,5,2,1,15,17,10,1,0
237558,9,15,7,1,21237,0,5,3,2,0,2,1,0,0,0,0,0,0,0,0,0,8,1,4,1,16,5,5,9,13,2,25,2,7,-1,17,-1,14,3,5,11,21,8,2,9,3,11,10,14,20,15,11,0
191566,8,13,8,14,45902,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,3,0,13,7,15,6,22,5,25,5,11,-1,23,-1,18,7,24,1,24,14,21,13,19,14,15,15,15,7,8,0
96944,17,23,11,24,60663,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,4,1,23,13,10,24,23,14,25,15,20,-1,1,-1,10,6,16,15,14,5,12,24,21,18,18,22,5,11,17,0
232139,9,14,7,14,60082,0,9,3,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,1,0,15,3,8,20,18,5,25,5,11,-1,23,-1,22,10,21,5,16,16,21,11,19,23,24,21,7,9,20,0
184388,4,4,6,14,2601,0,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,2,0,4,10,17,7,13,10,25,9,11,-1,11,-1,17,7,13,9,17,5,11,12,8,18,14,18,13,17,12,1
373072,5,7,11,23,24010,1,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,0,7,4,25,7,23,14,25,15,22,-1,6,-1,10,5,3,7,3,2,12,22,19,9,16,20,14,13,10,0
342888,14,20,2,20,62945,0,9,2,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,5,1,21,5,11,19,13,23,25,24,25,-1,16,-1,18,21,19,10,17,8,25,14,10,21,23,23,4,10,20,0
174303,5,7,11,21,19617,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,7,13,18,13,14,24,25,24,24,-1,16,-1,21,23,21,5,5,8,25,10,11,8,13,16,11,10,17,0
11573,9,14,7,10,20819,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,22,0,4,0,15,10,2,10,13,2,25,2,6,25,17,-1,23,5,17,12,25,5,5,2,24,19,22,19,15,10,6,0
172309,6,9,25,9,15983,0,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,24,0,1,0,9,5,15,14,19,5,25,5,11,-1,21,-1,22,10,23,5,14,20,19,11,17,16,19,12,21,16,21,0
243744,3,2,15,23,51572,2,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,22,1,1,1,2,9,21,9,13,13,25,11,19,-1,3,-1,1,4,12,4,23,9,22,10,7,13,2,15,9,12,7,0
200583,17,25,4,20,43749,0,11,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4,1,23,17,9,13,15,24,25,24,24,-1,14,-1,21,15,2,6,4,3,22,11,9,6,7,13,20,15,16,0
82969,8,13,8,12,35437,0,10,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,2,14,5,10,8,21,5,25,4,19,-1,21,-1,25,6,9,8,20,10,15,10,7,15,4,12,15,9,14,0
220762,22,24,1,7,5002,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,23,1,1,1,24,10,2,24,18,5,25,5,11,-1,23,-1,22,12,22,8,21,24,20,10,18,25,25,25,1,10,24,1
281566,4,4,6,20,13848,0,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,0,3,1,4,1,10,5,13,2,25,2,15,-1,18,-1,24,8,11,7,17,4,12,3,24,7,1,9,21,11,3,0
198384,9,14,7,14,12887,0,19,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,4,1,15,19,17,18,21,5,25,5,16,-1,24,-1,8,7,8,13,23,19,15,12,14,23,23,21,5,14,23,0
235589,15,21,2,19,36773,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,4,1,22,9,7,11,14,24,25,24,22,-1,16,-1,4,13,15,8,4,10,24,13,10,15,13,19,12,23,13,0
51705,5,6,25,22,55435,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,4,0,7,13,20,8,14,25,25,25,24,-1,16,-1,21,7,3,6,3,2,24,10,12,6,2,13,17,12,2,0
63767,14,21,5,7,46291,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,13,0,2,1,20,25,18,22,13,2,25,1,4,-1,10,-1,10,10,9,25,24,13,5,3,23,24,24,23,1,5,23,0
3673,22,24,9,1,58938,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,3,1,24,8,1,24,13,1,25,1,2,25,14,-1,16,11,17,24,22,9,4,2,24,22,18,24,3,10,24,0
387779,18,25,4,10,36424,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,1,2,23,5,1,13,13,10,25,9,14,-1,9,-1,17,19,25,25,25,21,18,11,8,17,23,22,1,10,22,0
239862,7,12,4,22,41006,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,4,1,12,16,16,22,23,14,25,15,22,-1,8,-1,10,10,4,10,4,6,10,21,16,12,16,19,8,19,22,0
154972,2,2,8,15,26545,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,0,4,0,2,5,9,3,13,2,25,2,2,-1,6,-1,24,5,6,12,5,5,7,6,6,9,5,16,21,24,7,0
44134,9,14,7,12,42615,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,22,1,1,1,15,5,5,9,17,6,25,5,18,-1,24,-1,19,5,8,8,9,9,11,15,8,17,11,13,16,10,12,1
318699,6,8,10,20,20297,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,8,12,14,8,15,23,25,25,24,-1,12,-1,21,19,13,7,6,7,24,11,10,11,5,14,18,6,10,0
34865,12,19,2,2,5684,0,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,4,1,20,20,8,11,13,2,25,2,12,-1,16,-1,23,9,14,9,4,16,15,6,25,18,14,17,14,18,16,1
386422,13,20,2,14,65823,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,1,20,8,6,10,13,2,25,2,13,-1,14,-1,25,19,2,5,5,3,6,1,22,11,2,11,23,14,13,0
298718,3,3,7,15,27981,1,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,4,1,3,7,12,7,13,1,25,1,2,-1,17,-1,23,7,4,13,25,5,15,7,25,13,7,12,16,3,6,0
432131,4,4,6,20,42772,0,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,0,3,0,4,2,12,7,20,5,25,5,11,-1,19,-1,5,11,25,4,18,23,21,10,20,13,7,14,23,9,7,0
390650,4,3,6,19,13367,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,18,0,1,1,4,6,19,8,19,5,25,5,18,-1,24,-1,19,4,6,9,9,9,15,12,9,16,8,15,15,12,4,0
321247,15,22,5,20,32849,0,25,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,4,1,22,11,11,16,14,25,25,24,24,-1,14,-1,21,13,8,5,4,4,23,12,10,18,12,22,3,14,20,0
277177,11,18,6,1,42160,0,18,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,1,1,19,3,1,18,19,5,25,5,11,-1,23,-1,6,9,13,10,6,11,20,11,17,25,25,25,1,15,25,0
205873,5,7,11,2,41134,0,20,2,2,0,2,1,0,0,0,0,0,0,0,0,0,13,1,2,1,7,8,5,15,19,5,25,5,16,-1,19,-1,6,6,12,4,10,9,16,10,16,20,19,17,10,9,10,0
